name,category,address,city,state,zip,phone,website,description,latitude,longitude,truckspaces,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security,interstate,exitnumber
"TA Missoula","truck-stops","8018 Hwy 93 N","Missoula","MT","59808","406-549-2327","","130 truck parking spaces. 7 showers. 4 service bays. 6 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","46.9485","-114.1298","130","yes","yes","yes","yes","","yes","","","","",""
"TA Lincoln","truck-stops","75246 Alabama 77","Lincoln","AL","35096","205-763-2771","","45 truck parking spaces. 4 showers. 4 service bays. 7 diesel lanes. On site: Popeyes. Weigh scale on site (brand unconfirmed)","33.5865","-86.1248","45","yes","yes","yes","yes","","yes","","","","",""
"Petro North Hillsboro","truck-stops","101 Cornelius Road","Hillsboro","TX","76645","254-714-3000","","91 truck parking spaces. 7 showers. 4 service bays. 11 diesel lanes. On site: Miss J's. Weigh scale on site (brand unconfirmed)","32.0794","-97.0552","91","yes","yes","yes","yes","","yes","","","","",""
"Petro Egan","truck-stops","114 Jasmin","Egan","LA","70531","337-783-0424","","127 truck parking spaces. 6 showers. 8 diesel lanes. On site: Miss J’s Café, Subway. Weigh scale on site (brand unconfirmed)","30.2314","-92.4624","127","yes","yes","yes","yes","","","","","","",""
"Petro Angola","truck-stops","7265 North Baker Road","Fremont","IN","46737","260-322-2582","","200 truck parking spaces. 6 showers. 10 diesel lanes. On site: Miss J's Diner. Weigh scale on site (brand unconfirmed)","41.7483","-84.9932","200","yes","yes","yes","yes","","","","","","",""
"Petro Salina","truck-stops","2125 N. 9th St.","Salina","KS","67401","785-825-7723","","75 truck parking spaces. 6 showers. 4 service bays. 6 diesel lanes. On site: Miss J's, Popeyes. Weigh scale on site (brand unconfirmed)","38.8789","-97.613","75","yes","yes","yes","yes","","yes","","","","",""
"Petro Gaston","truck-stops","14000 West State Road 28","Gaston","IN","47342","765-358-3326","","150 truck parking spaces. 6 showers. 5 service bays. 7 diesel lanes. On site: Miss J's Diner. Weigh scale on site (brand unconfirmed)","40.2772","-85.5526","150","yes","yes","yes","yes","","yes","","","","",""
"Petro Pearsall","truck-stops","110 S. I-35 Frontage Rd.","Pearsall","TX","78061","830-334-8222","","175 truck parking spaces. 10 showers. 5 service bays. 8 diesel lanes. On site: Miss J's Burger, Miss J’s Café. Weigh scale on site (brand unconfirmed)","28.8996","-99.1158","175","yes","yes","yes","","","yes","","","","",""
"TA Montgomery","truck-stops","980 West South Blvd","Montgomery","AL","36105","334-288-3700","","125 truck parking spaces. 10 showers. 2 service bays. 8 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","32.32746","-86.33221","125","yes","yes","yes","yes","","yes","","","","",""
"TA Lake Station","truck-stops","1201 Ripley Street","Lake Station","IN","46405","219-962-6552","","252 truck parking spaces. 12 showers. 6 service bays. 15 diesel lanes. On site: Popeyes. Weigh scale on site (brand unconfirmed)","41.5906","-87.2393","252","yes","yes","yes","yes","","yes","","","","",""
"TA Franklin","truck-stops","4400 Peytonsville Road","Franklin","TN","37064","615-794-8406","","74 truck parking spaces. 6 showers. 2 service bays. 7 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","35.8603","-86.8299","74","yes","yes","yes","yes","","yes","","","","",""
"TA Jane Lew","truck-stops","102 Jesse Run Rd","Jane Lew","WV","26378","304-543-9604","","75 truck parking spaces. 6 showers. 6 diesel lanes. On site: IHOP; Arby's, Miss J’s Café","39.1031","-80.38971","75","yes","yes","yes","yes","","","","","","",""
"TA Express Niagara Falls","truck-stops","6021 Porter Rd","Niagara Falls","NY","14304","716-461-4759","","60 truck parking spaces. 4 showers. 5 diesel lanes. On site: Miss J’s Café, Tim Horton's. Truck wash: Truck Wash","43.10695","-78.99444","60","yes","yes","yes","yes","","","","","","",""
"TA Express Medley","truck-stops","12200 NW South River Drive","Medley","FL","33178","786-697-6329","","58 truck parking spaces. 3 showers. 6 diesel lanes. On site: Miss J’s Café","25.8847","-80.36621","58","yes","yes","yes","yes","","","","","","",""
"TA Express Grambling","truck-stops","1130 RWE Jones RD","Grambling","LA","71245","318-265-7559","","31 truck parking spaces. 2 showers. 6 diesel lanes. On site: Jimmy Johns, Miss J’s Café","32.5431","-92.71074","31","yes","yes","yes","yes","","","","","","",""
"TA Express Brush","truck-stops","1041 N. Colorado Avenue","Brush","CO","80723","970-842-3122","","15 truck parking spaces. 4 diesel lanes","40.2665","-103.621","15","","","yes","","","","","","","",""
"TA Express Walsenburg","truck-stops","455 US-85","Walsenburg","CO","81089","719-738-5733","","35 truck parking spaces. 3 showers. 4 diesel lanes. On site: A&W All American Food","37.6537","-104.7938","35","yes","yes","yes","yes","","","","","","",""
"TA Express Blaine","truck-stops","1300 Boblett St","Blaine","WA","98230","360-312-7779","","34 truck parking spaces. 4 showers. 5 diesel lanes. On site: Cinnabon, Jamba Juice, Pizza Hut Express. Weigh scale on site (brand unconfirmed)","48.99126","-122.73412","34","yes","yes","yes","yes","","","","","","",""
"TA Madera","truck-stops","32603 Avenue 7","Madera","CA","93637","559-214-2444","","78 truck parking spaces. 5 showers. 6 diesel lanes. On site: Baja Fresh, Cinnabon, Fatburger, Indian Currey NAAN Stop, Jamba Juice, KFC, Pizza Hut Express. Weigh scale on site (brand unconfirmed)","36.85236","-119.9518","78","yes","yes","yes","yes","","","","","","",""
"TA Mt. Vernon","truck-stops","1501 East Mt. Vernon Blvd","Mt Vernon","MO","65712","417-701-3938","","250 truck parking spaces. 6 showers. 3 service bays. 9 diesel lanes. On site: Miss J's, Subway, Wendy's. Weigh scale on site (brand unconfirmed)","37.0905923","-93.8012484","250","yes","yes","yes","yes","","yes","","","","",""
"TA McComb","truck-stops","1120 Airport Fernwood Road","McComb","MS","39648","601-996-0614","","115 truck parking spaces. 7 showers. 2 service bays. 6 diesel lanes. On site: Denny's; Subway. Weigh scale on site (brand unconfirmed)","31.18949","-90.48617","115","yes","yes","yes","","","yes","","","","",""
"TA Express Mooreville","truck-stops","590 MS 371","Mooreville","MS","38857","662-205-6298","","40 truck parking spaces. 5 showers. 7 diesel lanes. On site: Chester Fried Chicken, Sbarro. Weigh scale on site (brand unconfirmed)","34.279082","-88.568724","40","yes","yes","yes","yes","","","","","","",""
"TA Express Lamar","truck-stops","708 N. Main Street","Lamar","CO","81052","719-688-4024","","40 truck parking spaces. 3 showers. 5 diesel lanes. On site: Arby's, Charleys Philly Steaks, Dunkin', KFC. Weigh scale on site (brand unconfirmed)","38.09699","-102.61914","40","yes","yes","yes","","","","","","","",""
"TA Express South Coffeyville","truck-stops","111 E. County Road 2","South Coffeyville","OK","74072","918-842-4000","","40 truck parking spaces. 4 showers. 5 diesel lanes. On site: Golden Chick, The Stuffed Burrito Company","36.98543","-95.62498","40","yes","yes","yes","yes","","","","","","",""
"TA Garden City","truck-stops","1265 Solar Avenue","Garden City","KS","67846","620-644-3844","","150 truck parking spaces. 10 showers. 2 service bays. 6 diesel lanes. On site: Black Bear Diner; Dunkin', Sbarro. Weigh scale on site (brand unconfirmed)","38.00534","-100.88425","150","yes","yes","yes","yes","","yes","","","","",""
"TA Pueblo","truck-stops","1275 Drew Dix Parkway","Pueblo","CO","81008","719-877-2453","","210 truck parking spaces. 9 showers. 3 service bays. 9 diesel lanes. On site: Black Bear Diner; Bojangles, Del Taco, Sbarro. Weigh scale on site (brand unconfirmed)","38.34439","-104.6217","210","yes","yes","yes","yes","","yes","","","","",""
"TA Express Hosston","truck-stops","6411 Hwy 2","Hosston","LA","71043","318-716-7057","","50 truck parking spaces. 4 showers. 7 diesel lanes. On site: Crispy Cajun, Howdy Crawfish, Hunt Brothers Pizza, Subway. Weigh scale on site (brand unconfirmed)","32.89792","-93.86484","50","yes","yes","yes","yes","","","","","","",""
"TA Express Dubois","truck-stops","424 W. Main Street","Dubois","ID","83423","208-374-5381","","30 truck parking spaces. 2 showers. 2 diesel lanes. On site: Blu Taco, Champs Chicken, Hangar 54 Pizza","44.17658","-112.23663","30","yes","yes","yes","","","","","","","",""
"TA Express Holstein","truck-stops","2010 Indorf Avenue","Holstein","IA","51025","712-371-9965","","39 truck parking spaces. 2 showers. 6 diesel lanes. On site: Dunkin', Hardee's. Weigh scale on site (brand unconfirmed)","42.4740798579903","-95.5441132080078","39","yes","yes","yes","yes","","","","","","",""
"TA Express Fairview","truck-stops","801 W. 1st Street","Fairview","KS","66425","785-288-8089","","67 truck parking spaces. 3 showers. 1 service bays. 6 diesel lanes. On site: A&W All American Food, Dunkin', Hunt Brothers Pizza, Miss J’s Café. Truck wash: Truck Wash","39.84123","-95.73311","67","yes","yes","yes","yes","","yes","","","","",""
"TA Vernon, TX","truck-stops","2817 US Hwy 287 W","Vernon","TX","76384","940-553-7121","","76 truck parking spaces. 7 showers. 7 diesel lanes. On site: Popeyes, Ranchero BBQ, Starbucks. Weigh scale on site (brand unconfirmed)","34.15992","-99.29664","76","yes","yes","yes","yes","","","","","","",""
"TA Express Minden","truck-stops","2198 Highway 532","Minden","LA","71055","318-588-0192","","51 truck parking spaces. 3 showers. 5 diesel lanes. On site: Charleys Philly Steaks, Sbarro","32.57203","-93.20295","51","yes","yes","yes","yes","","","","","","",""
"TA Express Birmingham","truck-stops","901 Bankhead Hwy","Birmingham","AL","35204","205-777-9910","","85 truck parking spaces. 7 showers. 8 diesel lanes. On site: Arby's, Miss J’s Café. Weigh scale on site (brand unconfirmed)","33.52936","-86.85116","85","yes","yes","yes","yes","","","","","","",""
"TA Express Grand Forks","truck-stops","1212 North 47th Street","Grand Forks","ND","58203","701-317-3785","","65 truck parking spaces. 8 showers. 8 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","47.9322","-97.09564","65","yes","yes","yes","yes","","","","","","",""
"TA Express Williston","truck-stops","13553 64th Street","Williston","ND","58801","701-641-1393","","40 truck parking spaces. 5 showers. 8 diesel lanes. On site: Cinnabon, Miss J’s Café, Subway. Weigh scale on site (brand unconfirmed)","48.34334","-103.61586","40","yes","yes","yes","yes","","","","","","",""
"TA Grandview","truck-stops","100 Higgins Way","Grandview","WA","98930","509-405-0911","","100 truck parking spaces. 6 showers. 3 service bays. 5 diesel lanes. On site: Applebee's/IHOP; Miss J's Indian Cuisine, Miss J's Tacos, Miss J’s Café","46.27591","-119.92876","100","yes","yes","yes","yes","","yes","","","","",""
"TA Williams","truck-stops","3065 220th Street","Williams","IA","50271","515-851-1339","","125 truck parking spaces. 6 showers. 6 diesel lanes. On site: Miss J's, Sbarro. Weigh scale on site (brand unconfirmed)","42.47183","-93.56553","125","yes","yes","yes","yes","","","","","","",""
"TA Express Hazleton","truck-stops","492 Can Do Expressway","Hazleton","PA","18202","570-599-5063","","50 truck parking spaces. 3 showers. 5 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","40.93879","-76.03577","50","yes","yes","yes","yes","","","","","","",""
"TA Express Pine Grove","truck-stops","482 Suedberg Road","Pine Grove","PA","17963","717-454-6803","","80 truck parking spaces. 3 showers. 6 diesel lanes. On site: Cinnabon, Miss J’s Café. Truck wash: Truck Wash. Weigh scale on site (brand unconfirmed)","40.53385","-76.43174","80","yes","yes","yes","yes","","","","","","",""
"TA Express Savanna","truck-stops","9062 US Hwy 69","Savanna","OK","74565","405-446-4501","","60 truck parking spaces. 3 showers. 5 diesel lanes. On site: Dunkin', Miss J's, Sbarro","34.833383","-95.83959","60","yes","yes","yes","yes","","","","","","",""
"TA Express Palmyra","truck-stops","887 Marion City Road","Palmyra","MO","63461","573-769-3638","","40 truck parking spaces. 6 showers. 5 diesel lanes. Weigh scale on site (brand unconfirmed)","39.78762","-91.51637","40","yes","","yes","yes","","","","","","",""
"Petro Henderson","truck-stops","1700 Railroad Pass Casino Road","Henderson","NV","89002","725-305-0745","","100 truck parking spaces. 5 showers. 8 diesel lanes. On site: Dunkin', Sonic. Truck wash: Truck Wash","35.9670745402109","-114.915674406748","100","yes","yes","yes","yes","","","","","","",""
"TA Express Henderson","truck-stops","1550 Railroad Pass Casino Road","Henderson","NV","89002","725-277-0932","","200 truck parking spaces. 5 showers. 7 diesel lanes. On site: Starbucks. Weigh scale on site (brand unconfirmed)","35.9714738262293","-114.910506528296","200","yes","yes","yes","","","","","","","",""
"TA Mineral Wells","truck-stops","470 Frontage Road","Mineral Wells","WV","26150","304-761-3854","","104 truck parking spaces. 5 showers. 5 diesel lanes. On site: IHOP; Miss J’s Café. Weigh scale on site (brand unconfirmed)","39.19482","-81.52601","104","yes","yes","yes","yes","","","","","","",""
"TA Express Carlin","truck-stops","932 Fir Street","Carlin","NV","89822","702-421-3701","","50 truck parking spaces. 4 showers. 5 diesel lanes. On site: Bojangles","40.72071","-116.10756","50","yes","yes","yes","yes","","","","","","",""
"TA Express Hutchinson","truck-stops","1515 South Main Street","South Hutchinson","KS","67505","620-669-9900","","80 truck parking spaces. 4 showers. 5 diesel lanes. On site: Applewood Restaurant; Sbarro. Weigh scale on site (brand unconfirmed)","38.00858","-97.94209","80","yes","yes","yes","yes","","","","","","",""
"TA Express Mankato","truck-stops","3010 Adams St.","Mankato","MN","56001","320-470-9288","","75 truck parking spaces. 4 showers. 8 diesel lanes. On site: Ten20 Tavern; Miss J's. Weigh scale on site (brand unconfirmed)","44.16971","-93.92541","75","yes","yes","yes","yes","","","","","","",""
"TA Express Houston","truck-stops","4808 N McCarty Street","Houston","TX","77013","832-993-7704","","70 truck parking spaces. 6 showers. 8 diesel lanes. On site: Miss J’s Café","29.80378","-95.26491","70","yes","yes","yes","yes","","","","","","",""
"TA Express Grand Junction","truck-stops","2222 Highway 6","Grand Junction","CO","81505","970-901-1445","","65 truck parking spaces. 8 showers. 5 diesel lanes. On site: Miss J’s Café","39.109","-108.64079","65","yes","yes","yes","yes","","","","","","",""
"TA Express New Lisbon","truck-stops","1700 E Bridge Street","New Lisbon","WI","53950","608-350-9882","","50 truck parking spaces. 4 showers. 6 diesel lanes. On site: Miss J’s Café","43.88579","-90.14664","50","yes","yes","yes","yes","","","","","","",""
"TA Shepherd","truck-stops","10100 US Highway 59","Shepherd","TX","77371","936-933-9574","","120 truck parking spaces. 5 showers. 4 service bays. 8 diesel lanes. On site: IHOP; Miss J’s Café","30.44618","-95.03022","120","yes","yes","yes","yes","","yes","","","","",""
"TA Express Judsonia","truck-stops","9674 State Highway 13","Judsonia","AR","72081","501-530-1455","","92 truck parking spaces. 6 showers. 8 diesel lanes. On site: Bojangles, Sbarro. Truck wash: Truck Wash. Weigh scale on site (brand unconfirmed)","35.26844","-91.67619","92","yes","yes","yes","yes","","","","","","",""
"TA Wellsville","truck-stops","1021 Poplar Street","Wellsville","KS","66092","785-800-5229","","76 truck parking spaces. 4 showers. 6 diesel lanes. On site: A&W All American Food, Blu Taco, Hunt Brothers Pizza, Miss J's","38.7076","-95.07404","76","yes","yes","yes","yes","","","","","","",""
"TA Robertsdale","truck-stops","27801 County Road 64","Robertsdale","AL","36567","251-960-1150","","178 truck parking spaces. 7 showers. 3 service bays. 11 diesel lanes. On site: Derail Diner; Miss J's, Sbarro, Subway. Weigh scale on site (brand unconfirmed)","30.63035","-87.61585","178","yes","yes","yes","yes","","yes","","","","",""
